"flex","curva","valor"
0.161936560934891,"Error de Bayes (irreducible)",0.06
0.161936560934891,"Error de prueba (Test MSE)",0.390480544926018
0.161936560934891,"Error de entrenamiento",0.512246063974181
0.163606010016695,"Sesgo cuadrático (bias²)",0.314799707916087
0.163606010016695,"Varianza",0.0147218095824705
0.163606010016695,"Error de Bayes (irreducible)",0.06
0.163606010016695,"Error de prueba (Test MSE)",0.389521517498558
0.163606010016695,"Error de entrenamiento",0.511355040816497
0.165275459098498,"Sesgo cuadrático (bias²)",0.313544276632451
0.165275459098498,"Varianza",0.0150237875591205
0.165275459098498,"Error de Bayes (irreducible)",0.06
0.165275459098498,"Error de prueba (Test MSE)",0.388568064191571
0.165275459098498,"Error de entrenamiento",0.510464296364837
0.1669449081803,"Sesgo cuadrático (bias²)",0.312291353703028
0.1669449081803,"Varianza",0.0153288313020309
0.1669449081803,"Error de Bayes (irreducible)",0.06
0.1669449081803,"Error de prueba (Test MSE)",0.387620185005059
0.1669449081803,"Error de entrenamiento",0.509573830619201
0.168614357262103,"Sesgo cuadrático (bias²)",0.311040939127817
0.168614357262103,"Varianza",0.0156369408112018
0.168614357262103,"Error de Bayes (irreducible)",0.06
0.168614357262103,"Error de prueba (Test MSE)",0.386677879939019
0.168614357262103,"Error de entrenamiento",0.508683643579589
0.170283806343907,"Sesgo cuadrático (bias²)",0.30979303290682
0.170283806343907,"Varianza",0.015948116086633
0.170283806343907,"Error de Bayes (irreducible)",0.06
0.170283806343907,"Error de prueba (Test MSE)",0.385741148993453
0.170283806343907,"Error de entrenamiento",0.507793735246
0.17195325542571,"Sesgo cuadrático (bias²)",0.308547635040036
0.17195325542571,"Varianza",0.0162623571283246
0.17195325542571,"Error de Bayes (irreducible)",0.06
0.17195325542571,"Error de prueba (Test MSE)",0.384809992168361
0.17195325542571,"Error de entrenamiento",0.506904105618435
0.173622704507513,"Sesgo cuadrático (bias²)",0.307304745527465
0.173622704507513,"Varianza",0.0165796639362767
0.173622704507513,"Error de Bayes (irreducible)",0.06
0.173622704507513,"Error de prueba (Test MSE)",0.383884409463742
0.173622704507513,"Error de entrenamiento",0.506014754696893
0.175292153589316,"Sesgo cuadrático (bias²)",0.306064364369107
0.175292153589316,"Varianza",0.0169000365104891
0.175292153589316,"Error de Bayes (irreducible)",0.06
0.175292153589316,"Error de prueba (Test MSE)",0.382964400879596
0.175292153589316,"Error de entrenamiento",0.505125682481375
0.176961602671119,"Sesgo cuadrático (bias²)",0.304826491564962
0.176961602671119,"Varianza",0.017223474850962
0.176961602671119,"Error de Bayes (irreducible)",0.06
0.176961602671119,"Error de prueba (Test MSE)",0.382049966415924
0.176961602671119,"Error de entrenamiento",0.504236888971881
0.178631051752922,"Sesgo cuadrático (bias²)",0.30359112711503
0.178631051752922,"Varianza",0.0175499789576952
0.178631051752922,"Error de Bayes (irreducible)",0.06
0.178631051752922,"Error de prueba (Test MSE)",0.381141106072726
0.178631051752922,"Error de entrenamiento",0.503348374168411
0.180300500834725,"Sesgo cuadrático (bias²)",0.302358271019312
0.180300500834725,"Varianza",0.0178795488306889
0.180300500834725,"Error de Bayes (irreducible)",0.06
0.180300500834725,"Error de prueba (Test MSE)",0.38023781985
0.180300500834725,"Error de entrenamiento",0.502460138070964
0.181969949916528,"Sesgo cuadrático (bias²)",0.301127923277806
0.181969949916528,"Varianza",0.0182121844699429
0.181969949916528,"Error de Bayes (irreducible)",0.06
0.181969949916528,"Error de prueba (Test MSE)",0.379340107747749
0.181969949916528,"Error de entrenamiento",0.501572180679541
0.183639398998331,"Sesgo cuadrático (bias²)",0.299900083890513
0.183639398998331,"Varianza",0.0185478858754574
0.183639398998331,"Error de Bayes (irreducible)",0.06
0.183639398998331,"Error de prueba (Test MSE)",0.378447969765971
0.183639398998331,"Error de entrenamiento",0.500684501994141
0.185308848080134,"Sesgo cuadrático (bias²)",0.298674752857434
0.185308848080134,"Varianza",0.0188866530472323
0.185308848080134,"Error de Bayes (irreducible)",0.06
0.185308848080134,"Error de prueba (Test MSE)",0.377561405904666
0.185308848080134,"Error de entrenamiento",0.499797102014766
0.186978297161937,"Sesgo cuadrático (bias²)",0.297451930178567
0.186978297161937,"Varianza",0.0192284859852676
0.186978297161937,"Error de Bayes (irreducible)",0.06
0.186978297161937,"Error de prueba (Test MSE)",0.376680416163835
0.186978297161937,"Error de entrenamiento",0.498909980741414
0.18864774624374,"Sesgo cuadrático (bias²)",0.296231615853913
0.18864774624374,"Varianza",0.0195733846895633
0.18864774624374,"Error de Bayes (irreducible)",0.06
0.18864774624374,"Error de prueba (Test MSE)",0.375805000543477
0.18864774624374,"Error de entrenamiento",0.498023138174085
0.190317195325543,"Sesgo cuadrático (bias²)",0.295013809883473
0.190317195325543,"Varianza",0.0199213491601194
0.190317195325543,"Error de Bayes (irreducible)",0.06
0.190317195325543,"Error de prueba (Test MSE)",0.374935159043592
0.190317195325543,"Error de entrenamiento",0.497136574312781
0.191986644407346,"Sesgo cuadrático (bias²)",0.293798512267246
0.191986644407346,"Varianza",0.0202723793969359
0.191986644407346,"Error de Bayes (irreducible)",0.06
0.191986644407346,"Error de prueba (Test MSE)",0.374070891664182
0.191986644407346,"Error de entrenamiento",0.4962502891575
0.193656093489149,"Sesgo cuadrático (bias²)",0.292585723005231
0.193656093489149,"Varianza",0.0206264754000128
0.193656093489149,"Error de Bayes (irreducible)",0.06
0.193656093489149,"Error de prueba (Test MSE)",0.373212198405244
0.193656093489149,"Error de entrenamiento",0.495364282708242
0.195325542570952,"Sesgo cuadrático (bias²)",0.29137544209743
0.195325542570952,"Varianza",0.0209836371693501
0.195325542570952,"Error de Bayes (irreducible)",0.06
0.195325542570952,"Error de prueba (Test MSE)",0.37235907926678
0.195325542570952,"Error de entrenamiento",0.494478554965008
0.196994991652755,"Sesgo cuadrático (bias²)",0.290167669543842
0.196994991652755,"Varianza",0.0213438647049479
0.196994991652755,"Error de Bayes (irreducible)",0.06
0.196994991652755,"Error de prueba (Test MSE)",0.37151153424879
0.196994991652755,"Error de entrenamiento",0.493593105927798
0.198664440734558,"Sesgo cuadrático (bias²)",0.288962405344467
0.198664440734558,"Varianza",0.021707158006806
0.198664440734558,"Error de Bayes (irreducible)",0.06
0.198664440734558,"Error de prueba (Test MSE)",0.370669563351273
0.198664440734558,"Error de entrenamiento",0.492707935596612
0.200333889816361,"Sesgo cuadrático (bias²)",0.287759649499305
0.200333889816361,"Varianza",0.0220735170749245
0.200333889816361,"Error de Bayes (irreducible)",0.06
0.200333889816361,"Error de prueba (Test MSE)",0.369833166574229
0.200333889816361,"Error de entrenamiento",0.491823043971449
0.202003338898164,"Sesgo cuadrático (bias²)",0.286559402008356
0.202003338898164,"Varianza",0.0224429419093035
0.202003338898164,"Error de Bayes (irreducible)",0.06
0.202003338898164,"Error de prueba (Test MSE)",0.369002343917659
0.202003338898164,"Error de entrenamiento",0.49093843105231
0.203672787979967,"Sesgo cuadrático (bias²)",0.28536166287162
0.203672787979967,"Varianza",0.0228154325099428
0.203672787979967,"Error de Bayes (irreducible)",0.06
0.203672787979967,"Error de prueba (Test MSE)",0.368177095381562
0.203672787979967,"Error de entrenamiento",0.490054096839195
0.20534223706177,"Sesgo cuadrático (bias²)",0.284166432089097
0.20534223706177,"Varianza",0.0231909888768426
0.20534223706177,"Error de Bayes (irreducible)",0.06
0.20534223706177,"Error de prueba (Test MSE)",0.367357420965939
0.20534223706177,"Error de entrenamiento",0.489170041332103
0.207011686143573,"Sesgo cuadrático (bias²)",0.282973709660787
0.207011686143573,"Varianza",0.0235696110100028
0.207011686143573,"Error de Bayes (irreducible)",0.06
0.207011686143573,"Error de prueba (Test MSE)",0.36654332067079
0.207011686143573,"Error de entrenamiento",0.488286264531035
0.208681135225376,"Sesgo cuadrático (bias²)",0.28178349558669
0.208681135225376,"Varianza",0.0239512989094233
0.208681135225376,"Error de Bayes (irreducible)",0.06
0.208681135225376,"Error de prueba (Test MSE)",0.365734794496113
0.208681135225376,"Error de entrenamiento",0.487402766435991
0.210350584307179,"Sesgo cuadrático (bias²)",0.280595789866806
0.210350584307179,"Varianza",0.0243360525751043
0.210350584307179,"Error de Bayes (irreducible)",0.06
0.210350584307179,"Error de prueba (Test MSE)",0.364931842441911
0.210350584307179,"Error de entrenamiento",0.48651954704697
0.212020033388982,"Sesgo cuadrático (bias²)",0.279410592501136
0.212020033388982,"Varianza",0.0247238720070457
0.212020033388982,"Error de Bayes (irreducible)",0.06
0.212020033388982,"Error de prueba (Test MSE)",0.364134464508181
0.212020033388982,"Error de entrenamiento",0.485636606363973
0.213689482470785,"Sesgo cuadrático (bias²)",0.278227903489678
0.213689482470785,"Varianza",0.0251147572052475
0.213689482470785,"Error de Bayes (irreducible)",0.06
0.213689482470785,"Error de prueba (Test MSE)",0.363342660694926
0.213689482470785,"Error de entrenamiento",0.484753944387
0.215358931552588,"Sesgo cuadrático (bias²)",0.277047722832434
0.215358931552588,"Varianza",0.0255087081697097
0.215358931552588,"Error de Bayes (irreducible)",0.06
0.215358931552588,"Error de prueba (Test MSE)",0.362556431002143
0.215358931552588,"Error de entrenamiento",0.48387156111605
0.217028380634391,"Sesgo cuadrático (bias²)",0.275870050529402
0.217028380634391,"Varianza",0.0259057249004323
0.217028380634391,"Error de Bayes (irreducible)",0.06
0.217028380634391,"Error de prueba (Test MSE)",0.361775775429834
0.217028380634391,"Error de entrenamiento",0.482989456551124
0.218697829716194,"Sesgo cuadrático (bias²)",0.274694886580584
0.218697829716194,"Varianza",0.0263058073974153
0.218697829716194,"Error de Bayes (irreducible)",0.06
0.218697829716194,"Error de prueba (Test MSE)",0.361000693977999
0.218697829716194,"Error de entrenamiento",0.482107630692222
0.220367278797997,"Sesgo cuadrático (bias²)",0.273522230985978
0.220367278797997,"Varianza",0.0267089556606587
0.220367278797997,"Error de Bayes (irreducible)",0.06
0.220367278797997,"Error de prueba (Test MSE)",0.360231186646637
0.220367278797997,"Error de entrenamiento",0.481226083539343
0.2220367278798,"Sesgo cuadrático (bias²)",0.272352083745586
0.2220367278798,"Varianza",0.0271151696901625
0.2220367278798,"Error de Bayes (irreducible)",0.06
0.2220367278798,"Error de prueba (Test MSE)",0.359467253435749
0.2220367278798,"Error de entrenamiento",0.480344815092489
0.223706176961603,"Sesgo cuadrático (bias²)",0.271184444859407
0.223706176961603,"Varianza",0.0275244494859267
0.223706176961603,"Error de Bayes (irreducible)",0.06
0.223706176961603,"Error de prueba (Test MSE)",0.358708894345334
0.223706176961603,"Error de entrenamiento",0.479463825351657
0.225375626043406,"Sesgo cuadrático (bias²)",0.270019314327441
0.225375626043406,"Varianza",0.0279367950479514
0.225375626043406,"Error de Bayes (irreducible)",0.06
0.225375626043406,"Error de prueba (Test MSE)",0.357956109375392
0.225375626043406,"Error de entrenamiento",0.47858311431685
0.227045075125209,"Sesgo cuadrático (bias²)",0.268856692149687
0.227045075125209,"Varianza",0.0283522063762364
0.227045075125209,"Error de Bayes (irreducible)",0.06
0.227045075125209,"Error de prueba (Test MSE)",0.357208898525924
0.227045075125209,"Error de entrenamiento",0.477702681988066
0.228714524207012,"Sesgo cuadrático (bias²)",0.267696578326147
0.228714524207012,"Varianza",0.0287706834707819
0.228714524207012,"Error de Bayes (irreducible)",0.06
0.228714524207012,"Error de prueba (Test MSE)",0.356467261796929
0.228714524207012,"Error de entrenamiento",0.476822528365306
0.230383973288815,"Sesgo cuadrático (bias²)",0.26653897285682
0.230383973288815,"Varianza",0.0291922263315877
0.230383973288815,"Error de Bayes (irreducible)",0.06
0.230383973288815,"Error de prueba (Test MSE)",0.355731199188408
0.230383973288815,"Error de entrenamiento",0.475942653448569
0.232053422370618,"Sesgo cuadrático (bias²)",0.265383875741706
0.232053422370618,"Varianza",0.029616834958654
0.232053422370618,"Error de Bayes (irreducible)",0.06
0.232053422370618,"Error de prueba (Test MSE)",0.35500071070036
0.232053422370618,"Error de entrenamiento",0.475063057237856
0.233722871452421,"Sesgo cuadrático (bias²)",0.264231286980806
0.233722871452421,"Varianza",0.0300445093519806
0.233722871452421,"Error de Bayes (irreducible)",0.06
0.233722871452421,"Error de prueba (Test MSE)",0.354275796332786
0.233722871452421,"Error de entrenamiento",0.474183739733167
0.235392320534224,"Sesgo cuadrático (bias²)",0.263081206574118
0.235392320534224,"Varianza",0.0304752495115677
0.235392320534224,"Error de Bayes (irreducible)",0.06
0.235392320534224,"Error de prueba (Test MSE)",0.353556456085685
0.235392320534224,"Error de entrenamiento",0.473304700934501
0.237061769616027,"Sesgo cuadrático (bias²)",0.261933634521643
0.237061769616027,"Varianza",0.0309090554374152
0.237061769616027,"Error de Bayes (irreducible)",0.06
0.237061769616027,"Error de prueba (Test MSE)",0.352842689959058
0.237061769616027,"Error de entrenamiento",0.472425940841859
0.23873121869783,"Sesgo cuadrático (bias²)",0.260788570823381
0.23873121869783,"Varianza",0.0313459271295231
0.23873121869783,"Error de Bayes (irreducible)",0.06
0.23873121869783,"Error de prueba (Test MSE)",0.352134497952904
0.23873121869783,"Error de entrenamiento",0.471547459455241
0.240400667779633,"Sesgo cuadrático (bias²)",0.259646015479333
0.240400667779633,"Varianza",0.0317858645878913
0.240400667779633,"Error de Bayes (irreducible)",0.06
0.240400667779633,"Error de prueba (Test MSE)",0.351431880067224
0.240400667779633,"Error de entrenamiento",0.470669256774647
0.242070116861436,"Sesgo cuadrático (bias²)",0.258505968489497
0.242070116861436,"Varianza",0.03222886781252
0.242070116861436,"Error de Bayes (irreducible)",0.06
0.242070116861436,"Error de prueba (Test MSE)",0.350734836302017
0.242070116861436,"Error de entrenamiento",0.469791332800076
0.243739565943239,"Sesgo cuadrático (bias²)",0.257368429853874
0.243739565943239,"Varianza",0.0326749368034091
0.243739565943239,"Error de Bayes (irreducible)",0.06
0.243739565943239,"Error de prueba (Test MSE)",0.350043366657284
0.243739565943239,"Error de entrenamiento",0.468913687531529
0.245409015025042,"Sesgo cuadrático (bias²)",0.256233399572465
0.245409015025042,"Varianza",0.0331240715605586
0.245409015025042,"Error de Bayes (irreducible)",0.06
0.245409015025042,"Error de prueba (Test MSE)",0.349357471133024
0.245409015025042,"Error de entrenamiento",0.468036320969005
0.247078464106845,"Sesgo cuadrático (bias²)",0.255100877645269
0.247078464106845,"Varianza",0.0335762720839686
0.247078464106845,"Error de Bayes (irreducible)",0.06
0.247078464106845,"Error de prueba (Test MSE)",0.348677149729237
0.247078464106845,"Error de entrenamiento",0.467159233112505
0.248747913188648,"Sesgo cuadrático (bias²)",0.253970864072285
0.248747913188648,"Varianza",0.0340315383736389
0.248747913188648,"Error de Bayes (irreducible)",0.06
0.248747913188648,"Error de prueba (Test MSE)",0.348002402445924
0.248747913188648,"Error de entrenamiento",0.466282423962029
0.250417362270451,"Sesgo cuadrático (bias²)",0.252843358853515
0.250417362270451,"Varianza",0.0344898704295696
0.250417362270451,"Error de Bayes (irreducible)",0.06
0.250417362270451,"Error de prueba (Test MSE)",0.347333229283084
0.250417362270451,"Error de entrenamiento",0.465405893517577
0.252086811352254,"Sesgo cuadrático (bias²)",0.251718361988958
0.252086811352254,"Varianza",0.0349512682517607
0.252086811352254,"Error de Bayes (irreducible)",0.06
0.252086811352254,"Error de prueba (Test MSE)",0.346669630240718
0.252086811352254,"Error de entrenamiento",0.464529641779148
0.253756260434057,"Sesgo cuadrático (bias²)",0.250595873478614
0.253756260434057,"Varianza",0.0354157318402123
0.253756260434057,"Error de Bayes (irreducible)",0.06
0.253756260434057,"Error de prueba (Test MSE)",0.346011605318826
0.253756260434057,"Error de entrenamiento",0.463653668746743
0.25542570951586,"Sesgo cuadrático (bias²)",0.249475893322482
0.25542570951586,"Varianza",0.0358832611949242
0.25542570951586,"Error de Bayes (irreducible)",0.06
0.25542570951586,"Error de prueba (Test MSE)",0.345359154517407
0.25542570951586,"Error de entrenamiento",0.462777974420361
0.257095158597663,"Sesgo cuadrático (bias²)",0.248358421520564
0.257095158597663,"Varianza",0.0363538563158966
0.257095158597663,"Error de Bayes (irreducible)",0.06
0.257095158597663,"Error de prueba (Test MSE)",0.344712277836461
0.257095158597663,"Error de entrenamiento",0.461902558800003
0.258764607679466,"Sesgo cuadrático (bias²)",0.247243458072859
0.258764607679466,"Varianza",0.0368275172031293
0.258764607679466,"Error de Bayes (irreducible)",0.06
0.258764607679466,"Error de prueba (Test MSE)",0.344070975275989
0.258764607679466,"Error de entrenamiento",0.461027421885669
0.260434056761269,"Sesgo cuadrático (bias²)",0.246131002979367
0.260434056761269,"Varianza",0.0373042438566225
0.260434056761269,"Error de Bayes (irreducible)",0.06
0.260434056761269,"Error de prueba (Test MSE)",0.34343524683599
0.260434056761269,"Error de entrenamiento",0.460152563677359
0.262103505843072,"Sesgo cuadrático (bias²)",0.245021056240088
0.262103505843072,"Varianza",0.037784036276376
0.262103505843072,"Error de Bayes (irreducible)",0.06
0.262103505843072,"Error de prueba (Test MSE)",0.342805092516465
0.262103505843072,"Error de entrenamiento",0.459277984175072
0.263772954924875,"Sesgo cuadrático (bias²)",0.243913617855023
0.263772954924875,"Varianza",0.03826689446239
0.263772954924875,"Error de Bayes (irreducible)",0.06
0.263772954924875,"Error de prueba (Test MSE)",0.342180512317413
0.263772954924875,"Error de entrenamiento",0.458403683378809
0.265442404006678,"Sesgo cuadrático (bias²)",0.24280868782417
0.265442404006678,"Varianza",0.0387528184146644
0.265442404006678,"Error de Bayes (irreducible)",0.06
0.265442404006678,"Error de prueba (Test MSE)",0.341561506238834
0.265442404006678,"Error de entrenamiento",0.457529661288569
0.267111853088481,"Sesgo cuadrático (bias²)",0.24170626614753
0.267111853088481,"Varianza",0.0392418081331992
0.267111853088481,"Error de Bayes (irreducible)",0.06
0.267111853088481,"Error de prueba (Test MSE)",0.340948074280729
0.267111853088481,"Error de entrenamiento",0.456655917904354
0.268781302170284,"Sesgo cuadrático (bias²)",0.240606352825104
0.268781302170284,"Varianza",0.0397338636179944
0.268781302170284,"Error de Bayes (irreducible)",0.06
0.268781302170284,"Error de prueba (Test MSE)",0.340340216443098
0.268781302170284,"Error de entrenamiento",0.455782453226162
0.270450751252087,"Sesgo cuadrático (bias²)",0.23950894785689
0.270450751252087,"Varianza",0.04022898486905
0.270450751252087,"Error de Bayes (irreducible)",0.06
0.270450751252087,"Error de prueba (Test MSE)",0.33973793272594
0.270450751252087,"Error de entrenamiento",0.454909267253993
0.27212020033389,"Sesgo cuadrático (bias²)",0.238414051242889
0.27212020033389,"Varianza",0.040727171886366
0.27212020033389,"Error de Bayes (irreducible)",0.06
0.27212020033389,"Error de prueba (Test MSE)",0.339141223129255
0.27212020033389,"Error de entrenamiento",0.454036359987848
0.273789649415693,"Sesgo cuadrático (bias²)",0.237321662983102
0.273789649415693,"Varianza",0.0412284246699424
0.273789649415693,"Error de Bayes (irreducible)",0.06
0.273789649415693,"Error de prueba (Test MSE)",0.338550087653044
0.273789649415693,"Error de entrenamiento",0.453163731427727
0.275459098497496,"Sesgo cuadrático (bias²)",0.236231783077528
0.275459098497496,"Varianza",0.0417327432197792
0.275459098497496,"Error de Bayes (irreducible)",0.06
0.275459098497496,"Error de prueba (Test MSE)",0.337964526297307
0.275459098497496,"Error de entrenamiento",0.45229138157363
0.277128547579299,"Sesgo cuadrático (bias²)",0.235144411526166
0.277128547579299,"Varianza",0.0422401275358764
0.277128547579299,"Error de Bayes (irreducible)",0.06
0.277128547579299,"Error de prueba (Test MSE)",0.337384539062043
0.277128547579299,"Error de entrenamiento",0.451419310425556
0.278797996661102,"Sesgo cuadrático (bias²)",0.234059548329018
0.278797996661102,"Varianza",0.0427505776182341
0.278797996661102,"Error de Bayes (irreducible)",0.06
0.278797996661102,"Error de prueba (Test MSE)",0.336810125947252
0.278797996661102,"Error de entrenamiento",0.450547517983506
0.280467445742905,"Sesgo cuadrático (bias²)",0.232977193486083
0.280467445742905,"Varianza",0.0432640934668521
0.280467445742905,"Error de Bayes (irreducible)",0.06
0.280467445742905,"Error de prueba (Test MSE)",0.336241286952935
0.280467445742905,"Error de entrenamiento",0.44967600424748
0.282136894824708,"Sesgo cuadrático (bias²)",0.231897346997361
0.282136894824708,"Varianza",0.0437806750817305
0.282136894824708,"Error de Bayes (irreducible)",0.06
0.282136894824708,"Error de prueba (Test MSE)",0.335678022079091
0.282136894824708,"Error de entrenamiento",0.448804769217477
0.283806343906511,"Sesgo cuadrático (bias²)",0.230820008862852
0.283806343906511,"Varianza",0.0443003224628694
0.283806343906511,"Error de Bayes (irreducible)",0.06
0.283806343906511,"Error de prueba (Test MSE)",0.335120331325721
0.283806343906511,"Error de entrenamiento",0.447933812893498
0.285475792988314,"Sesgo cuadrático (bias²)",0.229745179082556
0.285475792988314,"Varianza",0.0448230356102687
0.285475792988314,"Error de Bayes (irreducible)",0.06
0.285475792988314,"Error de prueba (Test MSE)",0.334568214692824
0.285475792988314,"Error de entrenamiento",0.447063135275543
0.287145242070117,"Sesgo cuadrático (bias²)",0.228672857656473
0.287145242070117,"Varianza",0.0453488145239283
0.287145242070117,"Error de Bayes (irreducible)",0.06
0.287145242070117,"Error de prueba (Test MSE)",0.334021672180401
0.287145242070117,"Error de entrenamiento",0.446192736363611
0.28881469115192,"Sesgo cuadrático (bias²)",0.227603044584603
0.28881469115192,"Varianza",0.0458776592038484
0.28881469115192,"Error de Bayes (irreducible)",0.06
0.28881469115192,"Error de prueba (Test MSE)",0.333480703788451
0.28881469115192,"Error de entrenamiento",0.445322616157703
0.290484140233723,"Sesgo cuadrático (bias²)",0.226535739866946
0.290484140233723,"Varianza",0.0464095696500289
0.290484140233723,"Error de Bayes (irreducible)",0.06
0.290484140233723,"Error de prueba (Test MSE)",0.332945309516975
0.290484140233723,"Error de entrenamiento",0.444452774657819
0.292153589315526,"Sesgo cuadrático (bias²)",0.225470943503502
0.292153589315526,"Varianza",0.0469445458624697
0.292153589315526,"Error de Bayes (irreducible)",0.06
0.292153589315526,"Error de prueba (Test MSE)",0.332415489365972
0.292153589315526,"Error de entrenamiento",0.443583211863958
0.293823038397329,"Sesgo cuadrático (bias²)",0.224408655494271
0.293823038397329,"Varianza",0.047482587841171
0.293823038397329,"Error de Bayes (irreducible)",0.06
0.293823038397329,"Error de prueba (Test MSE)",0.331891243335442
0.293823038397329,"Error de entrenamiento",0.442713927776121
0.295492487479132,"Sesgo cuadrático (bias²)",0.223348875839254
0.295492487479132,"Varianza",0.0480236955861327
0.295492487479132,"Error de Bayes (irreducible)",0.06
0.295492487479132,"Error de prueba (Test MSE)",0.331372571425386
0.295492487479132,"Error de entrenamiento",0.441844922394308
0.297161936560935,"Sesgo cuadrático (bias²)",0.222291604538449
0.297161936560935,"Varianza",0.0485678690973548
0.297161936560935,"Error de Bayes (irreducible)",0.06
0.297161936560935,"Error de prueba (Test MSE)",0.330859473635804
0.297161936560935,"Error de entrenamiento",0.440976195718518
0.298831385642738,"Sesgo cuadrático (bias²)",0.221236841591857
0.298831385642738,"Varianza",0.0491151083748373
0.298831385642738,"Error de Bayes (irreducible)",0.06
0.298831385642738,"Error de prueba (Test MSE)",0.330351949966695
0.298831385642738,"Error de entrenamiento",0.440107747748752
0.300500834724541,"Sesgo cuadrático (bias²)",0.220184586999479
0.300500834724541,"Varianza",0.0496654134185802
0.300500834724541,"Error de Bayes (irreducible)",0.06
0.300500834724541,"Error de prueba (Test MSE)",0.329850000418059
0.300500834724541,"Error de entrenamiento",0.43923957848501
0.302170283806344,"Sesgo cuadrático (bias²)",0.219134840761313
0.302170283806344,"Varianza",0.0502187842285835
0.302170283806344,"Error de Bayes (irreducible)",0.06
0.302170283806344,"Error de prueba (Test MSE)",0.329353624989897
0.302170283806344,"Error de entrenamiento",0.438371687927291
0.303839732888147,"Sesgo cuadrático (bias²)",0.218087602877361
0.303839732888147,"Varianza",0.0507752208048473
0.303839732888147,"Error de Bayes (irreducible)",0.06
0.303839732888147,"Error de prueba (Test MSE)",0.328862823682208
0.303839732888147,"Error de entrenamiento",0.437504076075596
0.30550918196995,"Sesgo cuadrático (bias²)",0.217042873347622
0.30550918196995,"Varianza",0.0513347231473714
0.30550918196995,"Error de Bayes (irreducible)",0.06
0.30550918196995,"Error de prueba (Test MSE)",0.328377596494993
0.30550918196995,"Error de entrenamiento",0.436636742929925
0.307178631051753,"Sesgo cuadrático (bias²)",0.216000652172095
0.307178631051753,"Varianza",0.0518972912561559
0.307178631051753,"Error de Bayes (irreducible)",0.06
0.307178631051753,"Error de prueba (Test MSE)",0.327897943428251
0.307178631051753,"Error de entrenamiento",0.435769688490277
0.308848080133556,"Sesgo cuadrático (bias²)",0.214960939350782
0.308848080133556,"Varianza",0.0524629251312009
0.308848080133556,"Error de Bayes (irreducible)",0.06
0.308848080133556,"Error de prueba (Test MSE)",0.327423864481983
0.308848080133556,"Error de entrenamiento",0.434902912756653
0.310517529215359,"Sesgo cuadrático (bias²)",0.213923734883682
0.310517529215359,"Varianza",0.0530316247725062
0.310517529215359,"Error de Bayes (irreducible)",0.06
0.310517529215359,"Error de prueba (Test MSE)",0.326955359656188
0.310517529215359,"Error de entrenamiento",0.434036415729053
0.312186978297162,"Sesgo cuadrático (bias²)",0.212889038770795
0.312186978297162,"Varianza",0.053603390180072
0.312186978297162,"Error de Bayes (irreducible)",0.06
0.312186978297162,"Error de prueba (Test MSE)",0.326492428950867
0.312186978297162,"Error de entrenamiento",0.433170197407476
0.313856427378965,"Sesgo cuadrático (bias²)",0.211856851012121
0.313856427378965,"Varianza",0.0541782213538981
0.313856427378965,"Error de Bayes (irreducible)",0.06
0.313856427378965,"Error de prueba (Test MSE)",0.326035072366019
0.313856427378965,"Error de entrenamiento",0.432304257791924
0.315525876460768,"Sesgo cuadrático (bias²)",0.21082717160766
0.315525876460768,"Varianza",0.0547561182939847
0.315525876460768,"Error de Bayes (irreducible)",0.06
0.315525876460768,"Error de prueba (Test MSE)",0.325583289901645
0.315525876460768,"Error de entrenamiento",0.431438596882394
0.317195325542571,"Sesgo cuadrático (bias²)",0.209800000557412
0.317195325542571,"Varianza",0.0553370810003317
0.317195325542571,"Error de Bayes (irreducible)",0.06
0.317195325542571,"Error de prueba (Test MSE)",0.325137081557744
0.317195325542571,"Error de entrenamiento",0.430573214678889
0.318864774624374,"Sesgo cuadrático (bias²)",0.208775337861377
0.318864774624374,"Varianza",0.055921109472939
0.318864774624374,"Error de Bayes (irreducible)",0.06
0.318864774624374,"Error de prueba (Test MSE)",0.324696447334316
0.318864774624374,"Error de entrenamiento",0.429708111181407
0.320534223706177,"Sesgo cuadrático (bias²)",0.207753183519555
0.320534223706177,"Varianza",0.0565082037118068
0.320534223706177,"Error de Bayes (irreducible)",0.06
0.320534223706177,"Error de prueba (Test MSE)",0.324261387231362
0.320534223706177,"Error de entrenamiento",0.428843286389949
0.32220367278798,"Sesgo cuadrático (bias²)",0.206733537531947
0.32220367278798,"Varianza",0.057098363716935
0.32220367278798,"Error de Bayes (irreducible)",0.06
0.32220367278798,"Error de prueba (Test MSE)",0.323831901248882
0.32220367278798,"Error de entrenamiento",0.427978740304514
0.323873121869783,"Sesgo cuadrático (bias²)",0.205716399898551
0.323873121869783,"Varianza",0.0576915894883236
0.323873121869783,"Error de Bayes (irreducible)",0.06
0.323873121869783,"Error de prueba (Test MSE)",0.323407989386875
0.323873121869783,"Error de entrenamiento",0.427114472925103
0.325542570951586,"Sesgo cuadrático (bias²)",0.204701770619368
0.325542570951586,"Varianza",0.0582878810259726
0.325542570951586,"Error de Bayes (irreducible)",0.06
0.325542570951586,"Error de prueba (Test MSE)",0.322989651645341
0.325542570951586,"Error de entrenamiento",0.426250484251716
0.327212020033389,"Sesgo cuadrático (bias²)",0.203689649694399
0.327212020033389,"Varianza",0.058887238329882
0.327212020033389,"Error de Bayes (irreducible)",0.06
